,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,Short_Question_Text,Count_of_Individuals
10613,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Cranston,4419180.0,44,19180,"Cranston city, Rhode Island",80470.0,41.1,60283.0,29267.0,7740.0,9.61849136324096,5.508885298869144,2016.0,RI,Rhode Island,Cranston,City,BRFSS,Prevention,4419180,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.4,9.0,9.9,80387.0,"(41.7658017135, -71.4861485002)",PREVENT,ACCESS2,Health Insurance,7556.378
10641,49.0,-8.0,74.0,28.0,97.0,Rhode Island,Pawtucket,4454640.0,44,54640,"Pawtucket city, Rhode Island",71163.0,37.3,40379.0,21637.0,13599.0,19.109649677500947,7.297331478436828,2016.0,RI,Rhode Island,Pawtucket,City,BRFSS,Prevention,4454640,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.3,12.9,13.8,71148.0,"(41.8744534517, -71.3743580803)",PREVENT,ACCESS2,Health Insurance,9462.684000000001
10669,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Providence,4459000.0,44,59000,"Providence city, Rhode Island",178056.0,28.8,37632.0,21676.0,47500.0,26.677000494226537,7.586938940558027,2016.0,RI,Rhode Island,Providence,City,BRFSS,Prevention,4459000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.5,16.1,16.9,178042.0,"(41.823480533, -71.4218129335)",PREVENT,ACCESS2,Health Insurance,29376.93
10697,51.0,-5.0,75.0,32.0,101.0,Rhode Island,Warwick,4474300.0,44,74300,"Warwick city, Rhode Island",82378.0,44.2,62295.0,33474.0,5899.0,7.160892471290879,5.261113404064192,2016.0,RI,Rhode Island,Warwick,City,BRFSS,Prevention,4474300,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.5,7.1,7.9,82672.0,"(41.7064727301, -71.4345615049)",PREVENT,ACCESS2,Health Insurance,6200.4
10725,65.0,16.0,86.0,46.0,99.0,South Carolina,Charleston,4513330.0,45,13330,"Charleston city, South Carolina",123267.0,32.8,51737.0,32131.0,22919.0,18.59297297735809,4.5259477394598715,2016.0,SC,South Carolin,Charleston,City,BRFSS,Prevention,4513330,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.3,11.8,12.7,120083.0,"(32.8136961892, -79.967381899)",PREVENT,ACCESS2,Health Insurance,14770.209
10753,63.0,16.0,86.0,45.0,106.0,South Carolina,Columbia,4516000.0,45,16000,"Columbia city, South Carolina",131004.0,28.5,41344.0,24779.0,24612.0,18.787212604195293,5.786082867698696,2016.0,SC,South Carolin,Columbia,City,BRFSS,Prevention,4516000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.5,16.9,18.0,129272.0,"(34.0366069566, -80.9037852694)",PREVENT,ACCESS2,Health Insurance,22622.6
10781,65.0,16.0,86.0,46.0,99.0,South Carolina,Mount Pleasant,4548535.0,45,48535,"Mount Pleasant town, South Carolina",70131.0,38.1,76085.0,40870.0,5628.0,8.024981819737349,3.5747387032838547,2016.0,SC,South Carolin,Mount Pleasant,City,BRFSS,Prevention,4548535,Mammography use among women aged 50â74 Years,%,AgeAdjPrv,Age-adjusted prevalence,76.6,75.4,77.8,67843.0,"(32.8538274584, -79.8230343029)",PREVENT,MAMMOUSE,Mammography,51967.73799999999
10809,65.0,16.0,86.0,46.0,99.0,South Carolina,North Charleston,4550875.0,45,50875,"North Charleston city, South Carolina",100018.0,30.8,39322.0,19717.0,22201.0,22.19700453918295,6.407846587614229,2016.0,SC,South Carolin,North Charleston,City,BRFSS,Prevention,4550875,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.9,20.3,21.5,97471.0,"(32.9100915071, -80.0738525014)",PREVENT,ACCESS2,Health Insurance,20371.439
10837,59.0,6.0,82.0,39.0,103.0,South Carolina,Rock Hill,4561405.0,45,61405,"Rock Hill city, South Carolina",67390.0,31.9,42550.0,22416.0,12010.0,17.821635257456595,6.6033536132957416,2016.0,SC,South Carolin,Rock Hill,City,BRFSS,Prevention,4561405,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.1,16.4,17.7,66154.0,"(34.9403611496, -81.0249178286)",PREVENT,ACCESS2,Health Insurance,11312.334
10865,47.0,-18.0,77.0,22.0,104.0,South Dakota,Rapid City,4652980.0,46,52980,"Rapid City city, South Dakota",69000.0,36.2,46370.0,26412.0,10652.0,15.43768115942029,3.471014492753623,2016.0,SD,South Dakota,Rapid City,City,BRFSS,Prevention,4652980,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.8,11.3,12.3,67956.0,"(44.0705009564, -103.218361421)",PREVENT,ACCESS2,Health Insurance,8018.808000000001
10893,46.0,-30.0,73.0,20.0,101.0,South Dakota,Sioux Falls,4659020.0,46,59020,"Sioux Falls city, South Dakota",157675.0,33.7,51672.0,27559.0,17088.0,10.837482162676391,2.645948945615982,2016.0,SD,South Dakota,Sioux Falls,City,BRFSS,Prevention,4659020,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.3,10.9,11.7,153888.0,"(43.5388067537, -96.7313495858)",PREVENT,ACCESS2,Health Insurance,17389.344
10921,61.0,5.0,83.0,41.0,107.0,Tennessee,Chattanooga,4714000.0,47,14000,"Chattanooga city, Tennessee",170246.0,37.3,38064.0,23847.0,39146.0,22.993785463388274,5.954912303372766,2016.0,TN,Tennessee,Chattanooga,City,BRFSS,Prevention,4714000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.6,16.2,17.1,167674.0,"(35.0662472165, -85.2466771892)",PREVENT,ACCESS2,Health Insurance,27833.884000000002
10949,58.0,-9.0,81.0,36.0,105.0,Tennessee,Clarksville,4715160.0,47,15160,"Clarksville city, Tennessee",137145.0,28.5,47092.0,21079.0,24168.0,17.6222246527398,4.9874220715301325,2016.0,TN,Tennessee,Clarksville,City,BRFSS,Prevention,4715160,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.9,14.5,15.2,132929.0,"(36.569683159, -87.3432371614)",PREVENT,ACCESS2,Health Insurance,19806.421
10977,59.0,2.0,81.0,38.0,105.0,Tennessee,Knoxville,4740000.0,47,40000,"Knoxville city, Tennessee",180830.0,34.1,33595.0,23336.0,39583.0,21.88962008516286,4.2393408173422555,2016.0,TN,Tennessee,Knoxville,City,BRFSS,Prevention,4740000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.4,15.0,15.8,178874.0,"(35.9690594531, -83.9495877264)",PREVENT,ACCESS2,Health Insurance,27546.596
11005,63.0,9.0,84.0,42.0,104.0,Tennessee,Memphis,4748000.0,47,48000,"Memphis city, Tennessee",650932.0,33.2,36912.0,21454.0,170736.0,26.229467901409055,7.092599534206338,2016.0,TN,Tennessee,Memphis,City,BRFSS,Prevention,4748000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.9,19.6,20.1,646889.0,"(35.1046295042, -89.978906085)",PREVENT,ACCESS2,Health Insurance,128730.911
11033,58.0,3.0,83.0,35.0,112.0,Tennessee,Murfreesboro,4751560.0,47,51560,"Murfreesboro city, Tennessee",111814.0,29.9,49358.0,25443.0,18766.0,16.783229291501957,5.126370579712737,2016.0,TN,Tennessee,Murfreesboro,City,BRFSS,Prevention,4751560,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,12.9,14.0,108755.0,"(35.850778195, -86.408628238)",PREVENT,ACCESS2,Health Insurance,14573.17
11061,60.0,4.0,83.0,37.0,107.0,Tennessee,Nashville,4752006.0,47,52006,"Nashville-Davidson metropolitan government (balance), Tennessee",614908.0,33.8,46686.0,27356.0,111947.0,18.20548765018507,4.9456178810488725,2016.0,TN,Tennessee,Nashville,City,BRFSS,Prevention,4752006,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.4,15.2,15.6,601222.0,"(36.1712229904, -86.7845944773)",PREVENT,ACCESS2,Health Insurance,92588.188
11089,64.0,8.0,86.0,42.0,106.0,Texas,Allen,4801924.0,48,01924,"Allen city, Texas",87213.0,35.1,101636.0,39077.0,4622.0,5.299668627383532,3.1337071308176534,2016.0,TX,Texas,Allen,City,BRFSS,Prevention,4801924,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.6,12.0,13.4,84246.0,"(33.1087043234, -96.6735373763)",PREVENT,ACCESS2,Health Insurance,10614.996
11117,57.0,-6.0,87.0,33.0,107.0,Texas,Amarillo,4803000.0,48,03000,"Amarillo city, Texas",193153.0,33.5,45984.0,24156.0,33304.0,17.242289790994704,2.807618830667916,2016.0,TX,Texas,Amarillo,City,BRFSS,Prevention,4803000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.1,22.7,23.5,190695.0,"(35.2003835544, -101.828292514)",PREVENT,ACCESS2,Health Insurance,44050.545000000006
11145,66.0,12.0,88.0,44.0,108.0,Texas,Arlington,4804000.0,48,04000,"Arlington city, Texas",371267.0,32.0,52933.0,25456.0,61097.0,16.45635082029914,5.034112916041555,2016.0,TX,Texas,Arlington,City,BRFSS,Prevention,4804000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.0,21.7,22.4,365438.0,"(32.699836862, -97.125089612)",PREVENT,ACCESS2,Health Insurance,80396.36
11173,67.0,10.0,90.0,44.0,110.0,Texas,Austin,4805000.0,48,05000,"Austin city, Texas",836800.0,31.5,53946.0,31990.0,155996.0,18.641969407265773,4.356716061185469,2016.0,TX,Texas,Austin,City,BRFSS,Prevention,4805000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.7,19.5,20.0,790390.0,"(30.3068610342, -97.7554771245)",PREVENT,ACCESS2,Health Insurance,155706.83
11201,70.0,21.0,88.0,53.0,104.0,Texas,Baytown,4806128.0,48,06128,"Baytown city, Texas",73043.0,31.8,46939.0,21262.0,14707.0,20.134715167777884,5.421464069109977,2016.0,TX,Texas,Baytown,City,BRFSS,Prevention,4806128,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,27.5,26.7,28.3,71802.0,"(29.7571153043, -94.9676276217)",PREVENT,ACCESS2,Health Insurance,19745.550000000003
11229,68.0,18.0,87.0,49.0,103.0,Texas,Beaumont,4807000.0,48,07000,"Beaumont city, Texas",117478.0,34.3,39526.0,23579.0,25884.0,22.033061509388993,5.141388174807198,2016.0,TX,Texas,Beaumont,City,BRFSS,Prevention,4807000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.6,22.1,23.1,118296.0,"(30.084416647, -94.1441072222)",PREVENT,ACCESS2,Health Insurance,26734.896
11257,73.0,28.0,91.0,55.0,105.0,Texas,Brownsville,4810768.0,48,10768,"Brownsville city, Texas",177795.0,29.2,32105.0,13947.0,62048.0,34.898619196265365,4.602491633622993,2016.0,TX,Texas,Brownsville,City,BRFSS,Prevention,4810768,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,41.4,40.3,42.4,175023.0,"(25.9981977861, -97.4566343763)",PREVENT,ACCESS2,Health Insurance,72459.522
11285,67.0,16.0,88.0,45.0,112.0,Texas,Bryan,4810912.0,48,10912,"Bryan city, Texas",77139.0,28.7,38356.0,19816.0,20948.0,27.156172623445986,4.931357678995061,2016.0,TX,Texas,Bryan,City,BRFSS,Prevention,4810912,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.2,25.4,27.0,76201.0,"(30.6665687582, -96.3663819223)",PREVENT,ACCESS2,Health Insurance,19964.662
11313,67.0,12.0,87.0,47.0,106.0,Texas,Carrollton,4813024.0,48,13024,"Carrollton city, Texas",122613.0,36.2,68811.0,31709.0,11645.0,9.497361617446764,3.9710308042377234,2016.0,TX,Texas,Carrollton,City,BRFSS,Prevention,4813024,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.5,19.9,21.1,119097.0,"(32.988438459, -96.900137433)",PREVENT,ACCESS2,Health Insurance,24414.885
11341,68.0,18.0,87.0,47.0,105.0,Texas,College Station,4815976.0,48,15976,"College Station city, Texas",96000.0,22.6,31596.0,20799.0,30481.0,31.751041666666666,3.9947916666666665,2016.0,TX,Texas,College Station,City,BRFSS,Prevention,4815976,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.7,15.1,16.2,93857.0,"(30.5867615801, -96.2957958614)",PREVENT,ACCESS2,Health Insurance,14735.549
11369,71.0,24.0,91.0,52.0,107.0,Texas,Corpus Christi,4817000.0,48,17000,"Corpus Christi city, Texas",308993.0,34.4,47481.0,24002.0,55002.0,17.800403245380963,3.9502513001912667,2016.0,TX,Texas,Corpus Christi,City,BRFSS,Prevention,4817000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.0,27.5,28.4,305215.0,"(27.7291588337, -97.4019095379)",PREVENT,ACCESS2,Health Insurance,85460.20000000001
11397,67.0,12.0,88.0,45.0,108.0,Texas,Dallas,4819000.0,48,19000,"Dallas city, Texas",1222167.0,32.0,42846.0,27426.0,286669.0,23.45579613915283,4.8499918587230715,2016.0,TX,Texas,Dallas,City,BRFSS,Prevention,4819000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.1,27.8,28.3,1197816.0,"(32.7939804066, -96.7656929463)",PREVENT,ACCESS2,Health Insurance,336586.29600000003
11425,64.0,7.0,87.0,41.0,108.0,Texas,Denton,4819972.0,48,19972,"Denton city, Texas",117895.0,27.5,48182.0,24089.0,22089.0,18.736163535349252,5.593960727766233,2016.0,TX,Texas,Denton,City,BRFSS,Prevention,4819972,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.7,18.1,19.3,113383.0,"(33.2156160443, -97.1412438684)",PREVENT,ACCESS2,Health Insurance,21202.621
11453,75.0,25.0,95.0,54.0,108.0,Texas,Edinburg,4822660.0,48,22660,"Edinburg city, Texas",77415.0,27.9,41891.0,17103.0,19727.0,25.48214170380417,4.904734224633469,2016.0,TX,Texas,Edinburg,City,BRFSS,Prevention,4822660,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,35.5,33.6,37.3,77100.0,"(26.3155843974, -98.1637130371)",PREVENT,ACCESS2,Health Insurance,27370.5
11481,68.0,1.0,89.0,45.0,109.0,Texas,El Paso,4824000.0,48,24000,"El Paso city, Texas",660795.0,32.3,41406.0,19669.0,140275.0,21.228217525859,3.7746956317768747,2016.0,TX,Texas,El Paso,City,BRFSS,Prevention,4824000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.7,32.2,33.3,649121.0,"(31.8481123506, -106.432021874)",PREVENT,ACCESS2,Health Insurance,212262.567
11509,68.0,12.0,89.0,46.0,111.0,Texas,Fort Worth,4827000.0,48,27000,"Fort Worth city, Texas",761092.0,31.5,51315.0,24489.0,144181.0,18.94396472436972,4.578421531168374,2016.0,TX,Texas,Fort Worth,City,BRFSS,Prevention,4827000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.5,24.2,24.7,741206.0,"(32.780192804, -97.3470323225)",PREVENT,ACCESS2,Health Insurance,181595.47
11537,67.0,12.0,87.0,47.0,106.0,Texas,Frisco,4827684.0,48,27684,"Frisco city, Texas",123663.0,34.5,108284.0,42307.0,5409.0,4.3739841343004775,2.725148184986617,2016.0,TX,Texas,Frisco,City,BRFSS,Prevention,4827684,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.7,11.3,12.1,116989.0,"(33.1507545152, -96.8201336312)",PREVENT,ACCESS2,Health Insurance,13687.713
11565,67.0,12.0,87.0,47.0,106.0,Texas,Garland,4829000.0,48,29000,"Garland city, Texas",230177.0,33.5,51842.0,21633.0,37085.0,16.11151418256385,5.3867241296914985,2016.0,TX,Texas,Garland,City,BRFSS,Prevention,4829000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.6,26.1,27.1,226876.0,"(32.9100799867, -96.6304258603)",PREVENT,ACCESS2,Health Insurance,60349.016
11593,67.0,16.0,88.0,47.0,109.0,Texas,Grand Prairie,4830464.0,48,30464,"Grand Prairie city, Texas",178195.0,31.5,53927.0,22452.0,27655.0,15.519515137910716,4.920452313476809,2016.0,TX,Texas,Grand Prairie,City,BRFSS,Prevention,4830464,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,25.6,25.0,26.1,175396.0,"(32.6867650238, -97.0209311916)",PREVENT,ACCESS2,Health Insurance,44901.376000000004
11621,69.0,21.0,89.0,50.0,105.0,Texas,Houston,4835000.0,48,35000,"Houston city, Texas",2134707.0,32.4,45010.0,27305.0,480971.0,22.531007768279206,4.896222291864879,2016.0,TX,Texas,Houston,City,BRFSS,Prevention,4835000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,28.2,28.0,28.4,2099451.0,"(29.7806691396, -95.3860033966)",PREVENT,ACCESS2,Health Insurance,592045.1819999999
11649,67.0,12.0,89.0,45.0,109.0,Texas,Irving,4837000.0,48,37000,"Irving city, Texas",220856.0,31.6,50778.0,27040.0,35421.0,16.038051943347703,4.750153946462854,2016.0,TX,Texas,Irving,City,BRFSS,Prevention,4837000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.8,24.3,25.3,216290.0,"(32.8583808131, -96.9703058323)",PREVENT,ACCESS2,Health Insurance,53639.92
11677,67.0,12.0,89.0,45.0,110.0,Texas,Killeen,4839148.0,48,39148,"Killeen city, Texas",131237.0,27.7,45895.0,19986.0,21624.0,16.477060585048424,5.276713122061614,2016.0,TX,Texas,Killeen,City,BRFSS,Prevention,4839148,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.0,20.6,21.4,127921.0,"(31.0757648143, -97.7285651299)",PREVENT,ACCESS2,Health Insurance,26863.41
11705,77.0,23.0,99.0,52.0,111.0,Texas,Laredo,4841464.0,48,41464,"Laredo city, Texas",240524.0,28.2,40041.0,14797.0,73013.0,30.35580648916532,2.783506011874075,2016.0,TX,Texas,Laredo,City,BRFSS,Prevention,4841464,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,41.0,40.2,41.9,236091.0,"(27.5482572475, -99.4867797312)",PREVENT,ACCESS2,Health Insurance,96797.31
11733,70.0,21.0,87.0,51.0,103.0,Texas,League City,4841980.0,48,41980,"League City city, Texas",86136.0,35.1,89339.0,38460.0,4298.0,4.98978359803102,3.0428624500789447,2016.0,TX,Texas,League City,City,BRFSS,Prevention,4841980,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.7,13.0,14.5,83560.0,"(29.4872995808, -95.1089858945)",PREVENT,ACCESS2,Health Insurance,11447.72
11761,67.0,12.0,87.0,47.0,106.0,Texas,Lewisville,4842508.0,48,42508,"Lewisville city, Texas",97462.0,31.6,58580.0,28524.0,9495.0,9.742258521269829,3.523424514169625,2016.0,TX,Texas,Lewisville,City,BRFSS,Prevention,4842508,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.6,19.0,20.1,95290.0,"(33.0451992429, -96.9829273031)",PREVENT,ACCESS2,Health Insurance,18676.84
11789,65.0,0.0,87.0,44.0,108.0,Texas,Longview,4843888.0,48,43888,"Longview city, Texas",81435.0,34.3,43466.0,23375.0,13485.0,16.559219009025604,3.563578313992755,2016.0,TX,Texas,Longview,City,BRFSS,Prevention,4843888,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.6,21.9,23.3,80455.0,"(32.5192857856, -94.762197598)",PREVENT,ACCESS2,Health Insurance,18182.83
11817,61.0,1.0,89.0,36.0,112.0,Texas,Lubbock,4845000.0,48,45000,"Lubbock city, Texas",233162.0,29.3,42986.0,23521.0,48318.0,20.722930837786603,3.711153618514166,2016.0,TX,Texas,Lubbock,City,BRFSS,Prevention,4845000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.6,22.2,23.1,229573.0,"(33.5666251178, -101.886335663)",PREVENT,ACCESS2,Health Insurance,51883.498
11845,75.0,27.0,95.0,56.0,109.0,Texas,McAllen,4845384.0,48,45384,"McAllen city, Texas",132796.0,32.6,41163.0,20926.0,35049.0,26.393114250429228,3.356275791439501,2016.0,TX,Texas,McAllen,City,BRFSS,Prevention,4845384,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,34.4,33.1,35.7,129877.0,"(26.2186289942, -98.2451704536)",PREVENT,ACCESS2,Health Insurance,44677.687999999995
11873,64.0,8.0,86.0,42.0,106.0,Texas,McKinney,4845744.0,48,45744,"McKinney city, Texas",137643.0,33.0,81118.0,32849.0,12080.0,8.776327165202735,2.1308747992996375,2016.0,TX,Texas,McKinney,City,BRFSS,Prevention,4845744,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,15.2,16.3,131117.0,"(33.1988886952, -96.6677029773)",PREVENT,ACCESS2,Health Insurance,20716.486
11901,65.0,9.0,86.0,44.0,106.0,Texas,Mesquite,4847892.0,48,47892,"Mesquite city, Texas",141201.0,32.3,50525.0,21774.0,20386.0,14.437574804711014,4.075041961459196,2016.0,TX,Texas,Mesquite,City,BRFSS,Prevention,4847892,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,24.6,24.1,25.2,139824.0,"(32.7641310166, -96.5927445114)",PREVENT,ACCESS2,Health Insurance,34396.704000000005
11929,68.0,9.0,91.0,44.0,111.0,Texas,Midland,4848072.0,48,48072,"Midland city, Texas",115903.0,32.4,62665.0,34301.0,12937.0,11.161919881280037,2.368359749100541,2016.0,TX,Texas,Midland,City,BRFSS,Prevention,4848072,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.9,21.3,22.6,111147.0,"(32.0285948356, -102.109700973)",PREVENT,ACCESS2,Health Insurance,24341.192999999996
11957,75.0,27.0,95.0,56.0,109.0,Texas,Mission,4848768.0,48,48768,"Mission city, Texas",78707.0,30.2,41895.0,17485.0,20558.0,26.119658988400015,3.041660843381148,2016.0,TX,Texas,Mission,City,BRFSS,Prevention,4848768,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,36.5,34.9,38.0,77058.0,"(26.2033406464, -98.322770513)",PREVENT,ACCESS2,Health Insurance,28126.17
11985,69.0,1.0,88.0,49.0,104.0,Texas,Missouri City,4848804.0,48,48804,"Missouri City city, Texas",68244.0,37.2,83524.0,33070.0,4721.0,6.917824277592169,3.8420960084403024,2016.0,TX,Texas,Missouri City,City,BRFSS,Unhealthy Behaviors,4848804,Current smoking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,12.8,13.9,67358.0,"(29.563674661, -95.5382066661)",UNHBEH,CSMOKING,Current Smoking,9025.972
12013,65.0,6.0,89.0,42.0,110.0,Texas,Odessa,4853388.0,48,53388,"Odessa city, Texas",104223.0,30.9,52158.0,25567.0,15364.0,14.741467814206077,2.758508198766107,2016.0,TX,Texas,Odessa,City,BRFSS,Prevention,4853388,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,27.0,26.2,27.8,99940.0,"(31.879456461, -102.344465435)",PREVENT,ACCESS2,Health Insurance,26983.800000000003
12041,70.0,21.0,88.0,53.0,104.0,Texas,Pasadena,4856000.0,48,56000,"Pasadena city, Texas",150785.0,30.6,46058.0,20146.0,32598.0,21.61886129256889,5.025698842723083,2016.0,TX,Texas,Pasadena,City,BRFSS,Prevention,4856000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,32.8,32.0,33.5,149043.0,"(29.6589511488, -95.1509173148)",PREVENT,ACCESS2,Health Insurance,48886.10399999999
12069,70.0,21.0,87.0,51.0,103.0,Texas,Pearland,4856348.0,48,56348,"Pearland city, Texas",94098.0,34.3,92346.0,36808.0,4247.0,4.513379668005697,2.653616442432358,2016.0,TX,Texas,Pearland,City,BRFSS,Prevention,4856348,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.2,14.5,15.9,91252.0,"(29.5584850577, -95.3208389111)",PREVENT,ACCESS2,Health Insurance,13870.304
12097,75.0,27.0,95.0,56.0,109.0,Texas,Pharr,4857200.0,48,57200,"Pharr city, Texas",71634.0,28.7,32087.0,12964.0,25599.0,35.735823770835076,4.908283775860625,2016.0,TX,Texas,Pharr,City,BRFSS,Prevention,4857200,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,43.3,40.7,45.6,70400.0,"(26.168815399, -98.1904720704)",PREVENT,ACCESS2,Health Insurance,30483.2
12125,67.0,12.0,87.0,47.0,106.0,Texas,Plano,4858016.0,48,58016,"Plano city, Texas",266740.0,37.5,82484.0,40938.0,20494.0,7.683137137287246,3.3512034190597584,2016.0,TX,Texas,Plano,City,BRFSS,Prevention,4858016,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.7,14.3,259841.0,"(33.0502149278, -96.7486409797)",PREVENT,ACCESS2,Health Insurance,36377.740000000005
12153,67.0,12.0,87.0,47.0,106.0,Texas,Richardson,4861796.0,48,61796,"Richardson city, Texas",101528.0,36.5,69323.0,34637.0,11845.0,11.666732329997636,4.382042392246474,2016.0,TX,Texas,Richardson,City,BRFSS,Prevention,4861796,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.1,14.5,15.7,99223.0,"(32.9716582389, -96.7093052991)",PREVENT,ACCESS2,Health Insurance,14982.672999999999
12181,67.0,10.0,88.0,44.0,109.0,Texas,Round Rock,4863500.0,48,63500,"Round Rock city, Texas",104070.0,31.6,69533.0,29704.0,8918.0,8.569232247525704,4.383587969635822,2016.0,TX,Texas,Round Rock,City,BRFSS,Prevention,4863500,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.8,17.3,18.5,99887.0,"(30.5239578235, -97.6669801882)",PREVENT,ACCESS2,Health Insurance,17779.886000000002
